rank_global,rank_posicion,player_id,name,gender,age,position,alternative_positions,n_alternative_positions,ovr,pac,sho,pas,dri,def,phy,acceleration,sprint_speed,positioning,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kick_accuracy,short_passing,long_passing,curve,dribbling,agility,balance,reactions,ball_control,composure,interceptions,heading_accuracy,def_awareness,standing_tackle,sliding_tackle,jumping,stamina,strength,aggression,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,play_styles,n_play_styles,n_play_styles_plus,nation,league,team,name_key
3933,302,227794,Calvin Verdonk,M,28,LB,CB|LM,2,71,76,58,66,66,68,74,74,78,45,49,78,63,50,58,63,66,69,67,64,74,64,70,80,66,66,70,67,63,66,69,74,78,67,75,77,174.0,69.0,Left,2,2,Block|Long Ball Pass,2,0,Indonesia,Ligue 1 McDonald's,LOSC Lille,calvin verdonk
3933,386,220940,Cameron Brannagan,M,29,CDM,CM|CB,2,71,65,69,71,69,63,75,64,65,67,68,76,69,50,77,68,70,75,72,72,72,67,73,74,69,69,72,65,53,65,64,63,64,90,67,77,180.0,71.0,Right,3,3,Dead Ball|Finesse Shot|Long Ball Pass|Power Shot,4,0,England,EFL Championship,Oxford United,cameron brannagan
3933,386,246006,Cameron Devlin,M,27,CDM,CM,1,71,68,53,63,69,69,72,73,64,67,52,52,54,48,46,56,59,53,72,64,50,65,78,89,69,68,73,70,57,69,73,66,69,90,61,80,171.0,78.0,Right,3,2,Intercept|Jockey|Press Proven|Relentless|Slide Tackle,5,0,Australia,Scottish Prem,Hearts,cameron devlin
3933,296,264934,Camilla Küver,F,22,RB,LB|RM,2,71,66,52,66,61,71,69,72,61,54,48,62,50,53,62,67,58,62,71,68,66,55,62,55,74,66,67,73,66,74,69,67,67,64,70,71,184.0,65.0,Right,4,3,Long Throw,1,0,Germany,GPFBL,VfL Wolfsburg,camilla kuver
3933,302,242335,Camilo Cándido,M,30,LB,LW|LM,2,71,86,58,66,70,65,53,87,86,67,67,56,47,30,51,74,46,60,74,66,70,72,82,72,52,69,59,65,65,62,68,65,67,72,43,52,173.0,69.0,Left,3,3,Anticipate|Intercept|Rapid|Whipped Pass,4,0,Uruguay,Libertadores,Atl. Nacional,camilo candido
3933,814,275579,Carla Andrés,F,23,CB,CDM|CM,2,71,75,58,67,66,73,67,77,73,64,51,65,68,51,59,57,65,60,73,71,62,60,73,66,59,74,66,77,69,75,71,68,78,63,70,60,170.0,60.0,Right,2,2,,0,0,Spain,Liga F Moeve,SD Eibar,carla andres
3933,296,228591,Carlens Arcus,M,29,RB,RM,1,71,75,44,66,66,66,75,73,76,65,38,58,40,41,43,70,63,39,69,64,64,65,66,76,67,67,66,65,63,62,70,68,77,79,74,71,180.0,73.0,Right,2,2,Intercept,1,0,Haiti,Ligue 1 McDonald's,Angers SCO,carlens arcus
3933,589,241499,Carlos Garcés,M,36,ST,,0,71,55,73,52,65,32,77,51,58,76,77,72,67,67,76,40,55,55,60,47,41,65,61,74,59,69,54,28,77,29,25,23,85,69,90,51,185.0,85.0,Right,3,3,,0,0,Ecuador,Sudamericana,Cienciano,carlos garces
3933,589,73408,Casas,M,26,ST,,0,71,78,71,59,68,31,75,77,78,73,72,74,68,61,75,44,62,55,67,55,58,68,67,66,65,68,65,32,70,24,25,28,84,72,80,65,183.0,80.0,Right,3,2,,0,0,Spain,Serie BKT,Venezia,casas
3933,99,272200,Cecilia Marcos,F,24,LW,RW|LB|LM,3,71,73,66,69,75,54,62,73,73,67,62,77,69,50,63,66,64,60,77,67,61,78,72,73,68,76,64,58,59,53,55,45,70,64,64,50,158.0,55.0,Left,3,3,,0,0,Spain,Liga F Moeve,Real Sociedad,cecilia marcos
3933,529,78601,Celine Frank,F,27,CM,,0,71,65,65,67,68,64,60,62,67,64,66,66,65,48,62,55,71,48,75,72,54,65,70,70,65,74,65,67,51,58,71,66,58,74,55,57,164.0,53.0,Right,3,3,,0,0,Germany,GPFBL,Union Berlin,celine frank
3933,589,212601,Cephas Malele,M,32,ST,,0,71,84,71,48,65,33,83,85,84,74,74,74,60,65,70,37,47,48,57,38,59,61,75,65,65,68,68,22,69,42,21,23,82,83,87,72,185.0,80.0,Right,4,3,Enforcer|Rapid,2,0,Switzerland,CSL,Dalian Yingbo,cephas malele
3933,529,233884,Charles Pickel,M,28,CM,CAM,1,71,63,63,68,69,67,80,65,62,65,61,65,65,61,59,60,72,50,74,70,59,68,67,67,71,70,70,68,70,66,68,66,79,86,81,71,187.0,76.0,Right,3,3,,0,0,Congo DR,LALIGA EA SPORTS,RCD Espanyol,charles pickel
3933,814,272895,Charlie Hughes,M,22,CB,,0,71,70,39,58,63,71,78,71,69,40,31,67,33,26,42,49,54,28,67,68,54,60,65,62,65,65,70,68,70,70,73,70,81,73,79,79,189.0,80.0,Right,3,2,Long Ball Pass,1,0,England,EFL Championship,Hull City,charlie hughes
3933,268,257306,Cheick Souaré,M,23,LM,LB|LW,2,71,76,63,67,72,63,69,77,75,61,63,68,63,53,63,73,62,52,70,68,52,72,78,79,69,71,67,63,61,64,63,66,75,71,68,67,179.0,74.0,Left,3,3,Whipped Pass,1,0,France,Česká Liga,Viktoria Plzeň,cheick souare
3933,386,248661,Cheikh Niasse,M,26,CDM,CM,1,71,61,44,61,67,70,71,63,59,50,39,58,40,34,55,41,60,41,73,70,55,69,60,60,68,68,66,72,67,68,72,73,73,75,72,65,188.0,73.0,Right,3,2,Anticipate|Intercept|Slide Tackle,3,0,Senegal,Serie A Enilive,Hellas Verona,cheikh niasse
3933,314,228271,Christofer Gonzáles,M,33,CAM,RM|CM,2,71,68,69,70,74,51,58,65,71,65,70,70,70,58,71,66,71,70,74,72,52,78,80,70,66,70,60,65,49,56,41,40,60,71,61,35,177.0,71.0,Right,3,3,Technical,1,0,Peru,Libertadores,Sporting Cristal,christofer gonzales
3933,589,202905,Christoffer Nyman,M,33,ST,,0,71,80,70,60,67,41,80,79,80,71,72,69,67,69,72,53,68,47,67,47,54,66,70,60,69,67,68,36,68,40,41,30,85,81,81,74,185.0,82.0,Right,3,3,Aerial Fortress|Technical,2,0,Sweden,Allsvenskan,IFK Norrköping,christoffer nyman
3933,814,208615,Christopher Jullien,M,33,CB,,0,71,48,48,60,54,69,73,52,44,52,48,64,32,28,55,51,59,36,70,64,38,53,32,32,62,64,66,64,80,66,72,63,87,31,92,76,196.0,88.0,Right,3,2,Aerial Fortress|Long Ball Pass|Precision Header,3,0,France,Ligue 2 BKT,Montpellier,christopher jullien
3933,529,73884,Christos Mouzakitis,M,19,CM,CAM,1,71,69,61,72,73,61,61,70,68,64,59,60,71,55,55,62,76,63,76,71,73,72,77,76,70,74,68,64,50,61,62,61,61,69,58,57,175.0,67.0,Left,3,3,,0,0,Greece,Hellas Liga,Olympiacos FC,christos mouzakitis
3933,529,264831,Clare Wheeler,F,28,CM,RM|CDM,2,71,62,61,68,69,69,64,67,57,64,63,60,63,62,41,62,70,45,74,72,45,69,58,59,70,75,63,71,46,74,70,66,58,67,58,76,162.0,57.0,Right,3,2,Intercept,1,0,Australia,Barclays WSL,Everton,clare wheeler
3933,268,74403,Coba da Costa,M,23,LM,RM|LW,2,71,78,65,66,74,32,47,80,77,69,66,64,66,52,66,55,71,49,74,61,66,75,78,64,68,75,66,48,35,26,27,30,48,55,42,49,182.0,73.0,Right,4,3,,0,0,Spain,LALIGA EA SPORTS,Getafe CF,coba da costa
3933,302,273626,Colette Ndzana,F,25,LB,LM,1,71,76,54,63,71,67,60,77,75,61,51,62,55,40,42,70,49,54,69,58,70,70,77,70,68,70,68,68,61,66,70,65,71,66,57,57,163.0,54.0,Left,2,3,,0,0,Cameroon,Arkema PL,Dijon FCO,colette ndzana
3933,814,272140,Cristina Cubedo,F,26,CB,,0,71,46,50,61,61,72,74,37,53,39,41,66,54,55,65,50,50,41,75,70,45,55,47,74,69,70,71,72,65,77,70,65,69,65,84,60,177.0,73.0,Right,3,2,,0,0,Spain,Liga F Moeve,Badalona Women,cristina cubedo
3933,314,220084,César Falletti,M,33,CAM,ST|CM,2,71,90,66,69,75,33,64,90,90,69,62,74,70,61,64,68,66,68,71,69,73,72,90,90,64,74,73,22,47,50,22,21,70,78,61,50,174.0,65.0,Right,3,4,Dead Ball|Gamechanger|Quick Step|Rapid,4,0,Uruguay,Serie BKT,Mantova,cesar falletti
3933,314,235242,Daan Heymans,M,26,CAM,CM,1,71,48,75,68,70,56,70,44,52,77,78,75,68,71,75,60,70,62,73,68,71,70,65,53,76,73,75,53,74,48,61,52,71,75,72,59,186.0,73.0,Right,3,3,Aerial Fortress|Precision Header|Slide Tackle,3,0,Belgium,1A Pro League,KRC Genk,daan heymans
3933,386,269678,Daiana Falfán,F,25,CDM,CM,1,71,72,59,63,75,68,69,75,70,44,66,56,49,49,75,37,73,48,73,68,51,79,77,68,72,73,66,64,72,71,69,64,79,73,66,71,165.0,61.0,Right,3,2,Press Proven,1,0,Argentina,Liga F Moeve,DUX Logroño,daiana falfan
3933,253,232709,Damian Batallini,M,29,RM,LM|RW,2,71,72,66,69,73,54,69,75,70,71,64,71,65,69,57,73,63,51,73,72,65,75,78,79,65,70,70,50,61,50,60,49,76,59,72,71,176.0,77.0,Right,3,3,Rapid,1,0,Argentina,Libertadores,Bolívar,damian batallini
3933,814,251686,Damián Fernández,M,25,CB,,0,71,84,33,52,58,69,80,80,87,35,29,47,25,31,44,35,48,27,66,59,39,51,66,61,68,62,60,72,70,66,70,68,85,78,80,79,180.0,77.0,Right,3,2,Long Ball Pass,1,0,Argentina,LPF,Defensa,damian fernandez
3933,302,265671,Dani Tasende,M,25,LB,LM,1,71,77,70,69,71,64,66,78,76,73,66,78,75,77,49,74,74,80,62,68,70,70,78,67,65,73,60,68,65,58,65,74,72,74,55,82,172.0,64.0,Left,3,3,Intercept,1,0,Spain,LALIGA HYPERMOTION,Real Zaragoza,dani tasende
3933,814,214196,Daniel Bocanegra,M,38,CB,,0,71,64,55,68,64,70,76,62,66,53,42,72,73,46,52,71,61,78,69,65,70,61,64,59,71,68,68,68,70,74,68,65,77,72,80,71,182.0,73.0,Right,3,2,Bruiser,1,0,Colombia,Sudamericana,América de Cali,daniel bocanegra
3933,589,267593,Daniel Fila,M,23,ST,,0,71,71,71,52,70,28,72,69,73,72,74,70,68,67,65,40,60,60,59,41,52,70,61,56,67,74,71,19,69,27,22,23,79,60,78,68,190.0,88.0,Left,2,2,Enforcer,1,0,Czech Republic,Serie BKT,Venezia,daniel fila
3933,814,201301,Daniel Høegh,M,35,CB,,0,71,34,40,53,51,71,79,35,34,32,31,58,46,33,34,33,46,28,70,67,31,44,34,40,69,65,66,71,70,71,72,68,70,76,84,71,190.0,79.0,Right,2,2,Aerial Fortress|Bruiser|Intercept,3,0,Denmark,3F Superliga,Randers FC,daniel h egh
3933,589,266585,Daniel Mosquera,M,26,ST,,0,71,69,72,54,65,28,74,64,73,70,77,73,62,71,61,45,48,55,61,55,67,62,61,75,64,69,70,23,73,22,23,22,83,59,82,70,181.0,85.0,Right,4,3,Press Proven,1,0,Colombia,Serie A Enilive,Hellas Verona,daniel mosquera
3933,529,172522,Daniel Wass,M,36,CM,CDM,1,71,62,69,73,72,68,73,61,62,71,67,76,69,66,61,75,73,73,72,71,75,72,72,71,69,74,71,68,66,70,67,70,72,75,71,75,181.0,74.0,Right,3,3,Dead Ball|Intercept|Long Ball Pass|Pinged Pass|Power Shot|Slide Tackle,6,0,Denmark,3F Superliga,Brøndby IF,daniel wass
3933,314,244112,Daniel-Kofi Kyereh,M,30,CAM,ST|CM,2,71,65,69,65,76,31,47,66,65,72,70,71,66,68,52,58,69,60,71,60,60,77,78,76,69,76,65,30,59,29,25,27,61,34,54,44,179.0,79.0,Right,3,4,Acrobatic|Trickster,2,0,Ghana,Bundesliga,SC Freiburg,daniel kofi kyereh
3933,814,211009,Darragh Lenihan,M,32,CB,,0,71,64,46,58,59,71,75,61,66,49,40,54,53,44,48,53,53,37,67,63,39,56,62,62,64,59,63,71,71,71,72,71,79,69,77,78,188.0,76.0,Right,3,2,Aerial Fortress,1,0,Republic of Ireland,EFL Championship,Middlesbrough,darragh lenihan
3933,589,215061,Darío Benedetto,M,35,ST,,0,71,59,74,69,72,34,65,62,57,74,71,80,73,74,74,60,72,64,70,73,81,72,68,73,70,73,81,35,75,30,25,25,81,67,62,66,179.0,79.0,Right,4,3,First Touch,1,0,Argentina,LPF,Newell's,dario benedetto
3933,814,252317,David Nemeth,M,25,CB,,0,71,58,29,47,51,71,80,49,66,40,24,41,26,27,33,32,40,22,61,57,28,47,64,49,65,50,58,69,68,72,75,66,76,70,90,66,191.0,89.0,Right,4,2,,0,0,Austria,Bundesliga,FC St. Pauli,david nemeth
3933,302,251547,David Schnegg,M,27,LB,LM,1,71,75,56,64,68,68,77,75,75,58,51,66,56,48,68,67,66,50,64,63,67,69,67,61,67,67,66,68,55,70,69,70,77,82,79,67,183.0,75.0,Left,3,3,Intercept|Long Throw|Rapid|Whipped Pass,4,0,Austria,MLS,D.C. United,david schnegg
3933,314,255109,David Tijanić,M,28,CAM,CM|ST,2,71,77,68,70,74,49,67,82,73,65,68,73,68,64,62,65,72,63,72,69,72,74,89,79,62,73,57,56,55,38,54,47,73,73,64,64,174.0,67.0,Right,4,4,Inventive|Technical,2,0,Slovenia,ROSHN Saudi League,Al Najmah,david tijanic
3933,814,76106,David Zec,M,26,CB,,0,71,65,35,49,58,70,76,56,73,39,33,51,25,33,36,37,34,27,66,54,38,56,60,46,68,59,65,69,73,71,69,64,78,68,78,79,188.0,82.0,Right,3,2,,0,0,Slovenia,Bundesliga 2,Holstein Kiel,david zec
3933,302,246803,DeJuan Jones,M,28,LB,LM|RM,2,71,82,57,65,70,66,75,80,84,64,58,65,49,47,55,68,63,40,68,68,62,68,85,71,68,68,62,63,68,66,66,65,75,77,76,68,180.0,75.0,Right,5,3,,0,0,United States,MLS,SJ Earthquakes,dejuan jones
3933,296,199191,Dennis Appiah,M,33,RB,CB|RM,2,71,71,39,59,65,70,73,70,71,51,33,51,38,34,47,60,59,44,62,56,60,61,74,69,67,67,67,71,58,72,72,70,69,85,69,71,179.0,68.0,Right,3,2,,0,0,France,Ligue 2 BKT,AS Saint-Étienne,dennis appiah
3933,589,237502,Dennis Johnsen,M,28,ST,LW|CAM,2,71,92,70,67,73,39,69,92,92,74,72,73,64,69,55,70,67,54,69,63,66,72,85,73,70,71,71,40,50,40,35,33,78,77,73,48,185.0,75.0,Right,3,4,Quick Step|Rapid,2,0,Norway,Serie A Enilive,Cremonese,dennis johnsen
3933,386,202325,Diego Demme,M,34,CDM,CM,1,71,40,46,70,71,67,66,52,30,60,39,62,41,48,58,67,68,62,74,70,65,69,70,86,68,73,73,71,55,70,67,66,58,74,58,77,172.0,71.0,Right,4,3,Slide Tackle,1,0,Germany,Bundesliga 2,Hertha BSC,diego demme
3933,589,229842,Diego Herazo,M,29,ST,,0,71,72,76,59,65,28,72,76,69,74,78,76,73,69,69,59,58,55,65,50,57,63,70,63,56,69,59,14,60,36,24,11,83,70,85,37,180.0,81.0,Right,3,3,Power Shot,1,0,Colombia,LPF,San Lorenzo,diego herazo
3933,302,71303,Diána Németh,F,21,LB,LM,1,71,72,49,57,67,70,68,70,73,49,50,55,45,30,60,66,40,30,69,50,43,67,71,52,72,68,66,69,72,70,70,69,78,67,70,63,173.0,60.0,Right,2,2,,0,0,Hungary,GPFBL,RB Leipzig,diana nemeth
3933,268,271716,Djeidi Gassama,M,22,LM,RM|LW,2,71,83,64,61,76,26,62,81,85,70,68,60,62,61,58,60,64,57,64,52,60,76,78,82,65,77,70,18,55,23,26,24,74,64,66,46,177.0,70.0,Right,4,4,Low Driven Shot|Technical,2,0,France,Scottish Prem,Rangers,djeidi gassama
3933,302,252000,Domagoj Bradarić,M,26,LB,LM,1,71,74,57,68,71,67,63,76,72,68,53,65,61,53,43,70,65,38,73,67,67,71,73,73,69,70,67,67,62,68,67,68,70,72,55,72,178.0,69.0,Left,3,3,Long Throw,1,0,Croatia,Serie A Enilive,Hellas Verona,domagoj bradaric
3933,814,221281,Dominic Hyam,M,30,CB,,0,71,51,32,54,58,71,76,50,52,31,23,54,28,35,31,41,48,26,65,64,45,54,56,50,69,62,65,71,72,72,71,70,76,74,79,71,188.0,79.0,Right,3,2,Aerial Fortress|Long Ball Pass,2,0,Scotland,EFL Championship,Wrexham,dominic hyam
3933,814,271300,Dominik Prpić,M,21,CB,,0,71,71,27,56,60,70,75,67,75,36,23,37,21,23,34,53,49,22,65,68,33,56,56,53,73,67,64,67,65,73,71,68,77,70,78,72,188.0,78.0,Left,2,2,Block|Pinged Pass,2,0,Croatia,Liga Portugal,FC Porto,dominik prpic
3933,529,223717,Dorukhan Toköz,M,29,CM,CDM|RB,2,71,71,66,69,70,72,73,70,71,70,63,74,67,64,50,66,71,52,71,70,69,69,66,74,73,72,72,72,68,73,71,73,68,73,72,78,180.0,75.0,Right,3,3,,0,0,Turkey,Trendyol Süper Lig,Kayserispor,dorukhan tokoz
3933,814,240728,Duplexe Tchamba,M,27,CB,,0,71,69,35,48,55,70,78,65,72,36,32,40,36,31,40,38,39,29,59,56,36,51,52,60,59,62,53,69,72,67,72,69,89,72,80,79,191.0,79.0,Left,2,2,Long Ball Pass,1,0,Cameroon,Liga Portugal,Casa Pia AC,duplexe tchamba
3933,814,239814,Dylan Batubinsika,M,30,CB,,0,71,69,28,52,55,69,79,65,73,24,21,50,23,20,31,35,54,28,64,62,22,52,52,54,66,59,61,69,73,68,70,68,84,67,84,80,188.0,84.0,Right,3,2,,0,0,Congo DR,Ligue 2 BKT,AS Saint-Étienne,dylan batubinsika
3933,99,232148,Dániel Sallói,M,29,LW,LM,1,71,75,71,68,71,35,70,76,75,71,69,76,73,68,69,72,70,55,69,63,69,71,72,67,72,70,71,27,60,38,30,28,74,79,66,68,185.0,68.0,Right,4,3,Finesse Shot|Rapid|Whipped Pass,3,0,Hungary,MLS,Sporting KC,daniel salloi
3933,814,247500,Edgar,M,29,CB,CDM|CM,2,71,63,52,62,59,70,77,59,67,52,52,57,57,37,32,50,69,43,69,68,32,58,51,41,72,63,68,71,66,72,70,69,74,79,78,74,193.0,78.0,Right,2,2,,0,0,Spain,Liga Hrvatska,Hajduk Split,edgar
3933,529,242217,Edo Kayembe,M,27,CM,CAM,1,71,72,66,69,70,67,78,70,73,64,60,80,70,59,66,62,69,59,74,71,65,70,66,70,69,71,69,69,64,66,69,67,78,80,80,72,183.0,84.0,Left,3,3,,0,0,Congo DR,EFL Championship,Watford,edo kayembe
3933,589,271248,Eliezer Mayenda,M,20,ST,RM|LM|RW,3,71,85,70,61,69,32,70,85,85,71,71,72,66,68,65,59,61,55,65,55,57,69,71,68,68,69,65,30,65,26,30,30,80,75,70,59,180.0,75.0,Left,2,2,,0,0,Spain,Premier League,Sunderland,eliezer mayenda
3933,386,258433,Eliot Matazo,M,24,CDM,CM,1,71,69,60,68,74,67,74,72,66,65,58,68,62,44,45,61,72,45,73,70,65,73,77,85,67,74,73,68,55,65,71,68,75,71,77,72,170.0,67.0,Right,3,3,,0,0,Belgium,EFL Championship,Hull City,eliot matazo
3933,302,265036,Ella Touon,F,22,LB,LM,1,71,69,48,64,66,71,71,67,70,55,51,58,29,44,44,60,60,29,73,72,53,63,70,67,68,70,59,68,67,72,73,68,75,66,73,72,157.0,56.0,Left,2,2,Long Ball Pass,1,0,Switzerland,GPFBL,1. FC Köln,ella touon
3933,302,272712,Elliot Stroud,M,23,LB,LM,1,71,79,65,64,67,65,73,76,82,62,65,70,65,54,57,69,55,63,67,65,59,66,74,70,63,68,63,61,64,62,69,66,79,84,72,58,180.0,75.0,Left,3,2,Dead Ball|Low Driven Shot|Power Shot|Press Proven|Whipped Pass,5,0,Sweden,Allsvenskan,Mjällby AIF,elliot stroud
3933,529,244517,Elvis Sarić,M,35,CM,CDM,1,71,64,63,71,70,63,75,66,63,63,59,68,67,58,58,67,72,65,73,72,67,67,71,74,70,74,72,67,57,59,69,57,70,87,73,64,181.0,72.0,Left,3,3,Dead Ball|Gamechanger|Incisive Pass|Inventive|Jockey|Pinged Pass|Press Proven,7,0,Bosnia and Herzegovina,CSL,Qingdao Hainiu,elvis saric
3933,814,223243,Emanuel Aguilera,M,36,CB,,0,71,42,56,55,42,72,76,46,38,48,48,75,59,30,68,48,45,62,62,55,64,38,30,31,70,48,58,72,74,73,73,65,70,64,85,72,185.0,88.0,Right,2,2,Aerial Fortress|Long Ball Pass,2,0,Argentina,LPF,Defensa,emanuel aguilera
3933,296,242482,Emanuel Coronel,M,29,RB,RM,1,71,73,32,56,58,70,68,74,73,57,25,47,22,34,41,68,35,32,66,55,48,49,70,77,65,64,60,67,66,69,73,72,74,74,66,65,173.0,72.0,Right,3,2,Intercept|Long Throw,2,0,Argentina,LPF,Rosario Central,emanuel coronel
3933,589,244296,Emil Riis,M,27,ST,,0,71,73,73,54,67,28,71,65,79,73,72,83,68,69,67,45,60,49,60,49,42,69,65,56,70,66,63,24,65,21,25,26,74,69,75,61,190.0,83.0,Right,4,3,,0,0,Denmark,EFL Championship,Bristol City,emil riis
3933,314,76199,Emilía Ásgeirsdóttir,F,21,CAM,LW|CM,2,71,81,71,61,71,30,71,81,81,72,73,71,68,65,69,42,68,52,71,56,67,68,68,79,67,75,67,27,68,21,29,24,82,65,73,70,170.0,60.0,Right,3,3,,0,0,Iceland,GPFBL,RB Leipzig,emilia asgeirsdottir
3933,93,263056,Emir Sahiti,M,27,RW,RM,1,71,75,68,66,73,41,64,83,69,68,68,73,68,62,59,67,66,62,66,64,71,73,85,84,69,71,63,34,52,43,42,37,68,66,56,78,174.0,65.0,Right,4,3,Quick Step|Rapid,2,0,Kosovo,Bundesliga,Hamburger SV,emir sahiti
3933,529,267973,Enzo Bardeli,M,24,CM,CAM|ST,2,71,68,67,71,73,54,55,75,62,64,66,69,69,69,61,65,76,65,75,66,62,70,74,83,74,75,74,62,49,59,48,41,55,91,45,36,173.0,61.0,Right,3,3,Dead Ball|Incisive Pass|Inventive,3,0,France,Ligue 2 BKT,USL Dunkerque,enzo bardeli
3933,814,253278,Enzo Martínez,M,27,CB,RB,1,71,69,41,53,56,73,73,69,69,39,38,49,39,38,42,40,45,35,69,51,39,48,70,68,65,60,51,75,66,72,75,68,76,74,75,65,183.0,77.0,Left,2,2,,0,0,Uruguay,LPF,Gimnasia,enzo martinez
3933,296,270518,Enzo Tchato,M,23,RB,RM,1,71,85,45,60,66,67,67,84,86,59,53,42,33,33,39,67,59,36,64,53,52,66,60,67,68,68,56,68,59,66,71,67,76,69,67,62,182.0,75.0,Right,2,2,,0,0,Cameroon,Ligue 2 BKT,Montpellier,enzo tchato
3933,268,260492,Eom Ji Sung,M,23,LM,LW|RM,2,71,85,64,63,73,36,65,82,87,69,63,64,67,56,61,64,68,63,64,55,64,74,89,78,70,69,61,33,34,38,37,30,61,79,60,59,178.0,70.0,Right,3,3,Finesse Shot|Quick Step|Rapid,3,0,Korea Republic,EFL Championship,Swansea City,eom ji sung
3933,268,236784,Ephron Mason-Clark,M,26,LM,LW,1,71,83,67,65,73,34,73,82,84,70,67,70,64,67,60,69,67,60,66,54,65,72,83,81,68,72,71,24,65,26,39,33,85,69,79,61,177.0,78.0,Right,4,4,Precision Header|Whipped Pass,2,0,England,EFL Championship,Coventry City,ephron mason clark
3933,814,238473,Erhan Mašović,M,27,CB,CDM,1,71,58,33,49,56,72,68,63,54,23,35,42,26,28,31,22,48,24,67,60,27,49,56,55,65,62,67,70,70,72,74,74,74,59,73,67,189.0,82.0,Right,3,2,,0,0,Serbia,Bundesliga 2,VfL Bochum 1848,erhan masovic
3933,589,239125,Erik Botheim,M,26,ST,,0,71,72,70,60,68,38,73,71,72,73,73,69,67,66,60,54,64,47,66,55,60,67,71,61,71,69,68,36,68,38,33,24,80,73,78,57,187.0,70.0,Right,3,3,,0,0,Norway,Allsvenskan,Malmö FF,erik botheim
3933,814,199745,Erik Sviatchenko,M,34,CB,,0,71,57,51,60,59,68,82,48,64,67,41,67,59,38,38,44,65,39,68,66,45,51,64,60,68,65,72,69,72,68,68,66,87,74,89,72,184.0,82.0,Right,3,2,Precision Header|Slide Tackle,2,0,Denmark,MLS,Houston Dynamo,erik sviatchenko
3933,99,273100,Ermal Krasniqi,M,27,LW,ST|RW|LM,3,71,81,68,62,71,25,61,82,81,73,68,72,68,60,62,62,64,58,66,52,64,72,74,68,68,72,65,29,43,23,20,24,64,74,61,42,188.0,74.0,Right,3,3,,0,0,Kosovo,PKO BP Ekstraklasa,Legia Warszawa,ermal krasniqi
3933,589,265842,Esther Mbakem-Niaro,F,24,ST,,0,71,85,67,62,68,35,73,84,86,72,66,71,67,62,61,58,61,58,69,55,66,69,73,37,67,70,68,32,68,35,29,26,89,60,86,51,180.0,71.0,Right,3,3,Enforcer,1,0,France,Arkema PL,Havre AC,esther mbakem niaro
3933,302,209744,Eugenio Mena,M,37,LB,LM,1,71,66,51,67,68,68,66,66,66,68,45,60,55,42,52,71,61,41,72,66,69,66,70,64,67,70,66,69,57,67,72,72,66,63,64,75,174.0,74.0,Left,3,3,Anticipate|Slide Tackle|Whipped Pass,3,0,Chile,Liga Chile,Uni. Católica,eugenio mena
3933,814,72910,Eva Alonso,F,23,CB,,0,71,63,60,65,68,71,70,64,62,69,61,54,71,35,41,51,66,49,75,70,41,66,61,67,74,72,61,75,64,73,71,66,73,71,72,65,165.0,60.0,Right,2,2,,0,0,Spain,Liga F Moeve,Levante UD,eva alonso
3933,386,208470,Fabian Holland,M,35,CDM,LB|LM,2,71,52,49,66,71,70,68,70,37,47,38,65,56,51,55,70,56,59,71,68,63,69,76,82,71,71,71,68,62,71,73,72,70,70,65,70,172.0,74.0,Left,2,3,Long Throw,1,0,Germany,Bundesliga 2,SV Darmstadt 98,fabian holland
3933,268,251287,Fabian Nürnberger,M,26,LM,CDM|LB,2,71,74,61,69,72,66,64,76,73,66,56,69,65,58,54,69,69,56,72,70,66,71,79,77,70,72,65,66,56,64,70,70,68,74,56,69,178.0,72.0,Left,3,3,,0,0,Bulgaria,Bundesliga 2,SV Darmstadt 98,fabian nurnberger
3933,253,235834,Fabio Depaoli,M,28,RM,RB|RW,2,71,72,56,68,73,67,64,75,70,69,55,59,51,48,66,69,66,51,72,68,69,74,74,76,72,71,65,66,65,65,69,68,70,77,55,68,182.0,74.0,Right,3,3,Intercept|Low Driven Shot,2,0,Italy,Serie BKT,Sampdoria,fabio depaoli
3933,589,267481,Facundo Bruera,M,27,ST,,0,71,59,74,52,61,28,76,64,55,76,75,76,71,66,75,39,49,59,59,52,63,60,57,55,61,65,60,23,80,22,23,22,82,74,89,45,194.0,90.0,Right,3,3,Aerial Fortress|Press Proven,2,0,Argentina,LPF,Barracas Central,facundo bruera
3933,296,247156,Facundo Mura,M,27,RB,LB|RM,2,71,83,54,65,70,65,71,84,82,73,50,67,55,30,47,72,70,41,67,57,52,70,76,74,67,69,65,62,55,64,70,67,75,79,68,69,170.0,72.0,Right,3,3,,0,0,Argentina,LPF,Racing Club,facundo mura
3933,302,262566,Facundo Zabala,M,27,LB,LM,1,71,78,36,61,61,65,59,76,79,41,28,44,48,23,36,68,41,67,72,55,50,54,64,83,70,65,55,63,69,68,62,68,70,74,53,53,172.0,72.0,Left,2,2,Intercept,1,0,Argentina,LPF,Independiente,facundo zabala
3933,814,256856,Fali Candé,M,28,CB,,0,71,80,56,62,65,71,76,79,81,58,52,68,59,40,44,60,56,71,65,57,69,65,71,62,69,63,70,71,69,72,72,67,81,85,73,69,184.0,82.0,Left,2,2,Slide Tackle,1,0,Guinea-Bissau,Serie A Enilive,Sassuolo,fali cande
